"","LOCID","LOCAL_INTERVAL_TIME","KWH","DTE","HR"
"4736","000018594EL000","2017-02-19 07:45:00.0",0.325,"2017/02/19","07:45"
"4737","000018594EL000","2017-02-19 08:00:00.0",0.139,"2017/02/19","08:00"
"4738","000018594EL000","2017-02-19 08:15:00.0",0.175,"2017/02/19","08:15"
"4739","000018594EL000","2017-02-19 08:30:00.0",0.211,"2017/02/19","08:30"
"4740","000018594EL000","2017-02-19 08:45:00.0",0.205,"2017/02/19","08:45"
"4741","000018594EL000","2017-02-19 09:00:00.0",0.412,"2017/02/19","09:00"
"4742","000018594EL000","2017-02-19 09:15:00.0",0.044,"2017/02/19","09:15"
"4743","000018594EL000","2017-02-19 09:30:00.0",0.049,"2017/02/19","09:30"
"4744","000018594EL000","2017-02-19 09:45:00.0",0.169,"2017/02/19","09:45"
"4745","000018594EL000","2017-02-19 10:00:00.0",0.036,"2017/02/19","10:00"
"4746","000018594EL000","2017-02-19 10:15:00.0",0.08,"2017/02/19","10:15"
"4747","000018594EL000","2017-02-19 10:30:00.0",0.037,"2017/02/19","10:30"
"4748","000018594EL000","2017-02-19 10:45:00.0",0.116,"2017/02/19","10:45"
"4749","000018594EL000","2017-02-19 11:00:00.0",0.041,"2017/02/19","11:00"
"4750","000018594EL000","2017-02-19 11:15:00.0",0.063,"2017/02/19","11:15"
"4751","000018594EL000","2017-02-19 11:30:00.0",0.059,"2017/02/19","11:30"
"4752","000018594EL000","2017-02-19 11:45:00.0",0.109,"2017/02/19","11:45"
"4753","000018594EL000","2017-02-19 12:00:00.0",0.085,"2017/02/19","12:00"
"4754","000018594EL000","2017-02-19 12:15:00.0",0.339,"2017/02/19","12:15"
"4755","000018594EL000","2017-02-19 12:30:00.0",0.078,"2017/02/19","12:30"
"4756","000018594EL000","2017-02-19 12:45:00.0",0.042,"2017/02/19","12:45"
"4757","000018594EL000","2017-02-19 13:00:00.0",0.031,"2017/02/19","13:00"
"4758","000018594EL000","2017-02-19 13:15:00.0",0.048,"2017/02/19","13:15"
"4759","000018594EL000","2017-02-19 13:30:00.0",0.019,"2017/02/19","13:30"
"4760","000018594EL000","2017-02-19 13:45:00.0",0.063,"2017/02/19","13:45"
"4761","000018594EL000","2017-02-19 14:00:00.0",0.106,"2017/02/19","14:00"
"4762","000018594EL000","2017-02-19 14:15:00.0",0.119,"2017/02/19","14:15"
"4763","000018594EL000","2017-02-19 14:30:00.0",0.061,"2017/02/19","14:30"
"4764","000018594EL000","2017-02-19 14:45:00.0",0.142,"2017/02/19","14:45"
"4765","000018594EL000","2017-02-19 15:00:00.0",0.043,"2017/02/19","15:00"
"4766","000018594EL000","2017-02-19 15:15:00.0",0.136,"2017/02/19","15:15"
"4767","000018594EL000","2017-02-19 15:30:00.0",0.273,"2017/02/19","15:30"
"4768","000018594EL000","2017-02-19 15:45:00.0",0.229,"2017/02/19","15:45"
"4769","000018594EL000","2017-02-19 16:00:00.0",0.145,"2017/02/19","16:00"
"4770","000018594EL000","2017-02-19 16:15:00.0",0.059,"2017/02/19","16:15"
"4771","000018594EL000","2017-02-19 16:30:00.0",0.146,"2017/02/19","16:30"
"4772","000018594EL000","2017-02-19 16:45:00.0",0.149,"2017/02/19","16:45"
"4773","000018594EL000","2017-02-19 17:00:00.0",0.369,"2017/02/19","17:00"
"4774","000018594EL000","2017-02-19 17:15:00.0",0.199,"2017/02/19","17:15"
"4775","000018594EL000","2017-02-19 17:30:00.0",0.072,"2017/02/19","17:30"
"4776","000018594EL000","2017-02-19 17:45:00.0",0.065,"2017/02/19","17:45"
"4777","000018594EL000","2017-02-19 18:00:00.0",0.092,"2017/02/19","18:00"
"4778","000018594EL000","2017-02-19 18:15:00.0",0.242,"2017/02/19","18:15"
"4779","000018594EL000","2017-02-19 18:30:00.0",0.63,"2017/02/19","18:30"
"4780","000018594EL000","2017-02-19 18:45:00.0",0.207,"2017/02/19","18:45"
"4781","000018594EL000","2017-02-19 19:00:00.0",0.071,"2017/02/19","19:00"
"4782","000018594EL000","2017-02-19 19:15:00.0",0.074,"2017/02/19","19:15"
"4783","000018594EL000","2017-02-19 19:30:00.0",0.079,"2017/02/19","19:30"
"4784","000018594EL000","2017-02-19 19:45:00.0",0.173,"2017/02/19","19:45"
"4785","000018594EL000","2017-02-19 20:00:00.0",0.099,"2017/02/19","20:00"
"4786","000018594EL000","2017-02-19 20:15:00.0",0.04,"2017/02/19","20:15"
"4787","000018594EL000","2017-02-19 20:30:00.0",0.102,"2017/02/19","20:30"
"4788","000018594EL000","2017-02-19 20:45:00.0",0.085,"2017/02/19","20:45"
"4789","000018594EL000","2017-02-19 21:00:00.0",0.069,"2017/02/19","21:00"
"4790","000018594EL000","2017-02-19 21:15:00.0",0.087,"2017/02/19","21:15"
"4791","000018594EL000","2017-02-19 21:30:00.0",0.068,"2017/02/19","21:30"
"4792","000018594EL000","2017-02-19 21:45:00.0",0.191,"2017/02/19","21:45"
"4793","000018594EL000","2017-02-19 22:00:00.0",0.033,"2017/02/19","22:00"
"4794","000018594EL000","2017-02-19 22:15:00.0",0.06,"2017/02/19","22:15"
"4795","000018594EL000","2017-02-19 22:30:00.0",0.085,"2017/02/19","22:30"
"4796","000018594EL000","2017-02-19 22:45:00.0",0.36,"2017/02/19","22:45"
"4797","000018594EL000","2017-02-19 23:00:00.0",0.353,"2017/02/19","23:00"
"4798","000018594EL000","2017-02-19 23:15:00.0",0.069,"2017/02/19","23:15"
"4799","000018594EL000","2017-02-19 23:30:00.0",0.046,"2017/02/19","23:30"
"4800","000018594EL000","2017-02-19 23:45:00.0",0.046,"2017/02/19","23:45"
"4801","000018594EL000","2017-02-20 00:00:00.0",0.034,"2017/02/20","00:00"
"4802","000018594EL000","2017-02-20 00:15:00.0",0.026,"2017/02/20","00:15"
"4803","000018594EL000","2017-02-20 00:30:00.0",0.061,"2017/02/20","00:30"
"4804","000018594EL000","2017-02-20 00:45:00.0",0.063,"2017/02/20","00:45"
"4805","000018594EL000","2017-02-20 01:00:00.0",0.082,"2017/02/20","01:00"
"4806","000018594EL000","2017-02-20 01:15:00.0",0.041,"2017/02/20","01:15"
"4807","000018594EL000","2017-02-20 01:30:00.0",0.045,"2017/02/20","01:30"
"4808","000018594EL000","2017-02-20 01:45:00.0",0.019,"2017/02/20","01:45"
"4809","000018594EL000","2017-02-20 02:00:00.0",0.037,"2017/02/20","02:00"
"4810","000018594EL000","2017-02-20 02:15:00.0",0.02,"2017/02/20","02:15"
"4811","000018594EL000","2017-02-20 02:30:00.0",0.071,"2017/02/20","02:30"
"4812","000018594EL000","2017-02-20 02:45:00.0",0.064,"2017/02/20","02:45"
"4813","000018594EL000","2017-02-20 03:00:00.0",0.064,"2017/02/20","03:00"
"4814","000018594EL000","2017-02-20 03:15:00.0",0.046,"2017/02/20","03:15"
"4815","000018594EL000","2017-02-20 03:30:00.0",0.036,"2017/02/20","03:30"
"4816","000018594EL000","2017-02-20 03:45:00.0",0.027,"2017/02/20","03:45"
"4817","000018594EL000","2017-02-20 04:00:00.0",0.055,"2017/02/20","04:00"
"4818","000018594EL000","2017-02-20 04:15:00.0",0.056,"2017/02/20","04:15"
"4819","000018594EL000","2017-02-20 04:30:00.0",0.076,"2017/02/20","04:30"
"4820","000018594EL000","2017-02-20 04:45:00.0",0.071,"2017/02/20","04:45"
"4821","000018594EL000","2017-02-20 05:00:00.0",0.053,"2017/02/20","05:00"
"4822","000018594EL000","2017-02-20 05:15:00.0",0.047,"2017/02/20","05:15"
"4823","000018594EL000","2017-02-20 05:30:00.0",0.018,"2017/02/20","05:30"
"4824","000018594EL000","2017-02-20 05:45:00.0",0.037,"2017/02/20","05:45"
"4825","000018594EL000","2017-02-20 06:00:00.0",0.016,"2017/02/20","06:00"
"4826","000018594EL000","2017-02-20 06:15:00.0",0.085,"2017/02/20","06:15"
"4827","000018594EL000","2017-02-20 06:30:00.0",0.047,"2017/02/20","06:30"
"4828","000018594EL000","2017-02-20 06:45:00.0",0.072,"2017/02/20","06:45"
"4829","000018594EL000","2017-02-20 07:00:00.0",0.039,"2017/02/20","07:00"
"4830","000018594EL000","2017-02-20 07:15:00.0",0.045,"2017/02/20","07:15"
"4831","000018594EL000","2017-02-20 07:30:00.0",0.018,"2017/02/20","07:30"
"4832","000018594EL000","2017-02-20 07:45:00.0",0.033,"2017/02/20","07:45"
"4833","000018594EL000","2017-02-20 08:00:00.0",0.066,"2017/02/20","08:00"
"4834","000018594EL000","2017-02-20 08:15:00.0",0.065,"2017/02/20","08:15"
"4835","000018594EL000","2017-02-20 08:30:00.0",0.054,"2017/02/20","08:30"
"4836","000018594EL000","2017-02-20 08:45:00.0",0.041,"2017/02/20","08:45"
"4837","000018594EL000","2017-02-20 09:00:00.0",0.028,"2017/02/20","09:00"
"4838","000018594EL000","2017-02-20 09:15:00.0",0.061,"2017/02/20","09:15"
"4839","000018594EL000","2017-02-20 09:30:00.0",0.057,"2017/02/20","09:30"
"4840","000018594EL000","2017-02-20 09:45:00.0",0.208,"2017/02/20","09:45"
"4841","000018594EL000","2017-02-20 10:00:00.0",0.049,"2017/02/20","10:00"
"4842","000018594EL000","2017-02-20 10:15:00.0",0.068,"2017/02/20","10:15"
"4843","000018594EL000","2017-02-20 10:30:00.0",0.054,"2017/02/20","10:30"
"4844","000018594EL000","2017-02-20 10:45:00.0",0.036,"2017/02/20","10:45"
"4845","000018594EL000","2017-02-20 11:00:00.0",0.055,"2017/02/20","11:00"
"4846","000018594EL000","2017-02-20 11:15:00.0",0.058,"2017/02/20","11:15"
"4847","000018594EL000","2017-02-20 11:30:00.0",0.079,"2017/02/20","11:30"
"4848","000018594EL000","2017-02-20 11:45:00.0",0.044,"2017/02/20","11:45"
"4849","000018594EL000","2017-02-20 12:00:00.0",0.034,"2017/02/20","12:00"
"4850","000018594EL000","2017-02-20 12:15:00.0",0.02,"2017/02/20","12:15"
"4851","000018594EL000","2017-02-20 12:30:00.0",0.054,"2017/02/20","12:30"
"4852","000018594EL000","2017-02-20 12:45:00.0",0.025,"2017/02/20","12:45"
"4853","000018594EL000","2017-02-20 13:00:00.0",0.022,"2017/02/20","13:00"
"4854","000018594EL000","2017-02-20 13:15:00.0",0.056,"2017/02/20","13:15"
"4855","000018594EL000","2017-02-20 13:30:00.0",0.097,"2017/02/20","13:30"
"4856","000018594EL000","2017-02-20 13:45:00.0",0.469,"2017/02/20","13:45"
"4857","000018594EL000","2017-02-20 14:00:00.0",0.388,"2017/02/20","14:00"
"4858","000018594EL000","2017-02-20 14:15:00.0",0.046,"2017/02/20","14:15"
"4859","000018594EL000","2017-02-20 14:30:00.0",0.043,"2017/02/20","14:30"
"4860","000018594EL000","2017-02-20 14:45:00.0",0.042,"2017/02/20","14:45"
"4861","000018594EL000","2017-02-20 15:00:00.0",0.042,"2017/02/20","15:00"
"4862","000018594EL000","2017-02-20 15:15:00.0",0.028,"2017/02/20","15:15"
"4863","000018594EL000","2017-02-20 15:30:00.0",0.048,"2017/02/20","15:30"
"4864","000018594EL000","2017-02-20 15:45:00.0",0.082,"2017/02/20","15:45"
"4865","000018594EL000","2017-02-20 16:00:00.0",0.053,"2017/02/20","16:00"
"4866","000018594EL000","2017-02-20 16:15:00.0",0.055,"2017/02/20","16:15"
"4867","000018594EL000","2017-02-20 16:30:00.0",0.019,"2017/02/20","16:30"
"4868","000018594EL000","2017-02-20 16:45:00.0",0.031,"2017/02/20","16:45"
"4869","000018594EL000","2017-02-20 17:00:00.0",0.059,"2017/02/20","17:00"
"4870","000018594EL000","2017-02-20 17:15:00.0",0.051,"2017/02/20","17:15"
"4871","000018594EL000","2017-02-20 17:30:00.0",0.219,"2017/02/20","17:30"
"4872","000018594EL000","2017-02-20 17:45:00.0",0.788,"2017/02/20","17:45"
"4873","000018594EL000","2017-02-20 18:00:00.0",0.346,"2017/02/20","18:00"
"4874","000018594EL000","2017-02-20 18:15:00.0",0.431,"2017/02/20","18:15"
"4875","000018594EL000","2017-02-20 18:30:00.0",0.195,"2017/02/20","18:30"
"4876","000018594EL000","2017-02-20 18:45:00.0",0.207,"2017/02/20","18:45"
"4877","000018594EL000","2017-02-20 19:00:00.0",0.079,"2017/02/20","19:00"
"4878","000018594EL000","2017-02-20 19:15:00.0",0.08,"2017/02/20","19:15"
"4879","000018594EL000","2017-02-20 19:30:00.0",0.069,"2017/02/20","19:30"
"4880","000018594EL000","2017-02-20 19:45:00.0",0.072,"2017/02/20","19:45"
"4881","000018594EL000","2017-02-20 20:00:00.0",0.063,"2017/02/20","20:00"
"4882","000018594EL000","2017-02-20 20:15:00.0",0.07,"2017/02/20","20:15"
"4883","000018594EL000","2017-02-20 20:30:00.0",0.154,"2017/02/20","20:30"
"4884","000018594EL000","2017-02-20 20:45:00.0",0.252,"2017/02/20","20:45"
"4885","000018594EL000","2017-02-20 21:00:00.0",0.064,"2017/02/20","21:00"
"4886","000018594EL000","2017-02-20 21:15:00.0",0.071,"2017/02/20","21:15"
"4887","000018594EL000","2017-02-20 21:30:00.0",0.086,"2017/02/20","21:30"
"4888","000018594EL000","2017-02-20 21:45:00.0",0.086,"2017/02/20","21:45"
"4889","000018594EL000","2017-02-20 22:00:00.0",0.063,"2017/02/20","22:00"
"4890","000018594EL000","2017-02-20 22:15:00.0",0.021,"2017/02/20","22:15"
"4891","000018594EL000","2017-02-20 22:30:00.0",0.078,"2017/02/20","22:30"
"4892","000018594EL000","2017-02-20 22:45:00.0",0.045,"2017/02/20","22:45"
"4893","000018594EL000","2017-02-20 23:00:00.0",0.069,"2017/02/20","23:00"
"4894","000018594EL000","2017-02-20 23:15:00.0",0.076,"2017/02/20","23:15"
"4895","000018594EL000","2017-02-20 23:30:00.0",0.051,"2017/02/20","23:30"
"4896","000018594EL000","2017-02-20 23:45:00.0",0.074,"2017/02/20","23:45"
"4897","000018594EL000","2017-02-21 00:00:00.0",0.049,"2017/02/21","00:00"
"4898","000018594EL000","2017-02-21 00:15:00.0",0.057,"2017/02/21","00:15"
"4899","000018594EL000","2017-02-21 00:30:00.0",0.021,"2017/02/21","00:30"
"4900","000018594EL000","2017-02-21 00:45:00.0",0.03,"2017/02/21","00:45"
"4901","000018594EL000","2017-02-21 01:00:00.0",0.076,"2017/02/21","01:00"
"4902","000018594EL000","2017-02-21 01:15:00.0",0.056,"2017/02/21","01:15"
"4903","000018594EL000","2017-02-21 01:30:00.0",0.071,"2017/02/21","01:30"
"4904","000018594EL000","2017-02-21 01:45:00.0",0.068,"2017/02/21","01:45"
"4905","000018594EL000","2017-02-21 02:00:00.0",0.079,"2017/02/21","02:00"
"4906","000018594EL000","2017-02-21 02:15:00.0",0.042,"2017/02/21","02:15"
"4907","000018594EL000","2017-02-21 02:30:00.0",0.088,"2017/02/21","02:30"
"4908","000018594EL000","2017-02-21 02:45:00.0",0.061,"2017/02/21","02:45"
"4909","000018594EL000","2017-02-21 03:00:00.0",0.055,"2017/02/21","03:00"
"4910","000018594EL000","2017-02-21 03:15:00.0",0.089,"2017/02/21","03:15"
"4911","000018594EL000","2017-02-21 03:30:00.0",0.085,"2017/02/21","03:30"
"4912","000018594EL000","2017-02-21 03:45:00.0",0.058,"2017/02/21","03:45"
"4913","000018594EL000","2017-02-21 04:00:00.0",0.064,"2017/02/21","04:00"
"4914","000018594EL000","2017-02-21 04:15:00.0",0.07,"2017/02/21","04:15"
"4915","000018594EL000","2017-02-21 04:30:00.0",0.048,"2017/02/21","04:30"
"4916","000018594EL000","2017-02-21 04:45:00.0",0.038,"2017/02/21","04:45"
"4917","000018594EL000","2017-02-21 05:00:00.0",0.025,"2017/02/21","05:00"
"4918","000018594EL000","2017-02-21 05:15:00.0",0.064,"2017/02/21","05:15"
"4919","000018594EL000","2017-02-21 05:30:00.0",0.066,"2017/02/21","05:30"
"4920","000018594EL000","2017-02-21 05:45:00.0",0.074,"2017/02/21","05:45"
"4921","000018594EL000","2017-02-21 06:00:00.0",0.071,"2017/02/21","06:00"
"4922","000018594EL000","2017-02-21 06:15:00.0",0.057,"2017/02/21","06:15"
"4923","000018594EL000","2017-02-21 06:30:00.0",0.064,"2017/02/21","06:30"
"4924","000018594EL000","2017-02-21 06:45:00.0",0.042,"2017/02/21","06:45"
"4925","000018594EL000","2017-02-21 07:00:00.0",0.05,"2017/02/21","07:00"
"4926","000018594EL000","2017-02-21 07:15:00.0",0.086,"2017/02/21","07:15"
"4927","000018594EL000","2017-02-21 07:30:00.0",0.226,"2017/02/21","07:30"
"4928","000018594EL000","2017-02-21 07:45:00.0",0.17,"2017/02/21","07:45"
"4929","000018594EL000","2017-02-21 08:00:00.0",0.077,"2017/02/21","08:00"
"4930","000018594EL000","2017-02-21 08:15:00.0",0.069,"2017/02/21","08:15"
"4931","000018594EL000","2017-02-21 08:30:00.0",0.131,"2017/02/21","08:30"
"4932","000018594EL000","2017-02-21 08:45:00.0",0.362,"2017/02/21","08:45"
"4933","000018594EL000","2017-02-21 09:00:00.0",0.207,"2017/02/21","09:00"
"4934","000018594EL000","2017-02-21 09:15:00.0",0.011,"2017/02/21","09:15"
"4935","000018594EL000","2017-02-21 09:30:00.0",0.037,"2017/02/21","09:30"
"4936","000018594EL000","2017-02-21 09:45:00.0",0.055,"2017/02/21","09:45"
"4937","000018594EL000","2017-02-21 10:00:00.0",0.079,"2017/02/21","10:00"
"4938","000018594EL000","2017-02-21 10:15:00.0",0.063,"2017/02/21","10:15"
"4939","000018594EL000","2017-02-21 10:30:00.0",0.053,"2017/02/21","10:30"
"4940","000018594EL000","2017-02-21 10:45:00.0",0.028,"2017/02/21","10:45"
"4941","000018594EL000","2017-02-21 11:00:00.0",0.025,"2017/02/21","11:00"
"4942","000018594EL000","2017-02-21 11:15:00.0",0.024,"2017/02/21","11:15"
"4943","000018594EL000","2017-02-21 11:30:00.0",0.021,"2017/02/21","11:30"
"4944","000018594EL000","2017-02-21 11:45:00.0",0.039,"2017/02/21","11:45"
"4945","000018594EL000","2017-02-21 12:00:00.0",0.066,"2017/02/21","12:00"
"4946","000018594EL000","2017-02-21 12:15:00.0",0.069,"2017/02/21","12:15"
"4947","000018594EL000","2017-02-21 12:30:00.0",0.042,"2017/02/21","12:30"
"4948","000018594EL000","2017-02-21 12:45:00.0",0.046,"2017/02/21","12:45"
"4949","000018594EL000","2017-02-21 13:00:00.0",0.011,"2017/02/21","13:00"
"4950","000018594EL000","2017-02-21 13:15:00.0",0.075,"2017/02/21","13:15"
"4951","000018594EL000","2017-02-21 13:30:00.0",0.038,"2017/02/21","13:30"
"4952","000018594EL000","2017-02-21 13:45:00.0",0.058,"2017/02/21","13:45"
"4953","000018594EL000","2017-02-21 14:00:00.0",0.022,"2017/02/21","14:00"
"4954","000018594EL000","2017-02-21 14:15:00.0",0.081,"2017/02/21","14:15"
"4955","000018594EL000","2017-02-21 14:30:00.0",0.051,"2017/02/21","14:30"
"4956","000018594EL000","2017-02-21 14:45:00.0",0.059,"2017/02/21","14:45"
"4957","000018594EL000","2017-02-21 15:00:00.0",0.029,"2017/02/21","15:00"
"4958","000018594EL000","2017-02-21 15:15:00.0",0.028,"2017/02/21","15:15"
"4959","000018594EL000","2017-02-21 15:30:00.0",0.044,"2017/02/21","15:30"
"4960","000018594EL000","2017-02-21 15:45:00.0",0.032,"2017/02/21","15:45"
"4961","000018594EL000","2017-02-21 16:00:00.0",0.022,"2017/02/21","16:00"
"4962","000018594EL000","2017-02-21 16:15:00.0",0.075,"2017/02/21","16:15"
"4963","000018594EL000","2017-02-21 16:30:00.0",0.057,"2017/02/21","16:30"
"4964","000018594EL000","2017-02-21 16:45:00.0",0.065,"2017/02/21","16:45"
"4965","000018594EL000","2017-02-21 17:00:00.0",0.055,"2017/02/21","17:00"
"4966","000018594EL000","2017-02-21 17:15:00.0",0.041,"2017/02/21","17:15"
"4967","000018594EL000","2017-02-21 17:30:00.0",0.038,"2017/02/21","17:30"
"4968","000018594EL000","2017-02-21 17:45:00.0",0.05,"2017/02/21","17:45"
"4969","000018594EL000","2017-02-21 18:00:00.0",0.07,"2017/02/21","18:00"
"4970","000018594EL000","2017-02-21 18:15:00.0",0.301,"2017/02/21","18:15"
"4971","000018594EL000","2017-02-21 18:30:00.0",0.38,"2017/02/21","18:30"
"4972","000018594EL000","2017-02-21 18:45:00.0",0.12,"2017/02/21","18:45"
"4973","000018594EL000","2017-02-21 19:00:00.0",0.108,"2017/02/21","19:00"
"4974","000018594EL000","2017-02-21 19:15:00.0",0.249,"2017/02/21","19:15"
"4975","000018594EL000","2017-02-21 19:30:00.0",0.201,"2017/02/21","19:30"
"4976","000018594EL000","2017-02-21 19:45:00.0",0.081,"2017/02/21","19:45"
"4977","000018594EL000","2017-02-21 20:00:00.0",0.084,"2017/02/21","20:00"
"4978","000018594EL000","2017-02-21 20:15:00.0",0.051,"2017/02/21","20:15"
"4979","000018594EL000","2017-02-21 20:30:00.0",0.026,"2017/02/21","20:30"
"4980","000018594EL000","2017-02-21 20:45:00.0",0.096,"2017/02/21","20:45"
"4981","000018594EL000","2017-02-21 21:00:00.0",0.053,"2017/02/21","21:00"
"4982","000018594EL000","2017-02-21 21:15:00.0",0.084,"2017/02/21","21:15"
"4983","000018594EL000","2017-02-21 21:30:00.0",0.042,"2017/02/21","21:30"
"4984","000018594EL000","2017-02-21 21:45:00.0",0.046,"2017/02/21","21:45"
"4985","000018594EL000","2017-02-21 22:00:00.0",0.02,"2017/02/21","22:00"
"4986","000018594EL000","2017-02-21 22:15:00.0",0.04,"2017/02/21","22:15"
"4987","000018594EL000","2017-02-21 22:30:00.0",0.02,"2017/02/21","22:30"
"4988","000018594EL000","2017-02-21 22:45:00.0",0.088,"2017/02/21","22:45"
"4989","000018594EL000","2017-02-21 23:00:00.0",0.051,"2017/02/21","23:00"
"4990","000018594EL000","2017-02-21 23:15:00.0",0.074,"2017/02/21","23:15"
"4991","000018594EL000","2017-02-21 23:30:00.0",0.04,"2017/02/21","23:30"
"4992","000018594EL000","2017-02-21 23:45:00.0",0.048,"2017/02/21","23:45"
"4993","000018594EL000","2017-02-22 00:00:00.0",0.014,"2017/02/22","00:00"
"4994","000018594EL000","2017-02-22 00:15:00.0",0.042,"2017/02/22","00:15"
"4995","000018594EL000","2017-02-22 00:30:00.0",0.016,"2017/02/22","00:30"
"4996","000018594EL000","2017-02-22 00:45:00.0",0.107,"2017/02/22","00:45"
"4997","000018594EL000","2017-02-22 01:00:00.0",0.057,"2017/02/22","01:00"
"4998","000018594EL000","2017-02-22 01:15:00.0",0.075,"2017/02/22","01:15"
"4999","000018594EL000","2017-02-22 01:30:00.0",0.035,"2017/02/22","01:30"
"5000","000018594EL000","2017-02-22 01:45:00.0",0.042,"2017/02/22","01:45"
"5001","000018594EL000","2017-02-22 02:00:00.0",0.013,"2017/02/22","02:00"
"5002","000018594EL000","2017-02-22 02:15:00.0",0.041,"2017/02/22","02:15"
"5003","000018594EL000","2017-02-22 02:30:00.0",0.014,"2017/02/22","02:30"
"5004","000018594EL000","2017-02-22 02:45:00.0",0.07,"2017/02/22","02:45"
"5005","000018594EL000","2017-02-22 03:00:00.0",0.059,"2017/02/22","03:00"
"5006","000018594EL000","2017-02-22 03:15:00.0",0.073,"2017/02/22","03:15"
"5007","000018594EL000","2017-02-22 03:30:00.0",0.04,"2017/02/22","03:30"
"5008","000018594EL000","2017-02-22 03:45:00.0",0.046,"2017/02/22","03:45"
"5009","000018594EL000","2017-02-22 04:00:00.0",0.018,"2017/02/22","04:00"
"5010","000018594EL000","2017-02-22 04:15:00.0",0.035,"2017/02/22","04:15"
"5011","000018594EL000","2017-02-22 04:30:00.0",0.019,"2017/02/22","04:30"
"5012","000018594EL000","2017-02-22 04:45:00.0",0.079,"2017/02/22","04:45"
"5013","000018594EL000","2017-02-22 05:00:00.0",0.057,"2017/02/22","05:00"
"5014","000018594EL000","2017-02-22 05:15:00.0",0.066,"2017/02/22","05:15"
"5015","000018594EL000","2017-02-22 05:30:00.0",0.046,"2017/02/22","05:30"
"5016","000018594EL000","2017-02-22 05:45:00.0",0.04,"2017/02/22","05:45"
"5017","000018594EL000","2017-02-22 06:00:00.0",0.022,"2017/02/22","06:00"
"5018","000018594EL000","2017-02-22 06:15:00.0",0.063,"2017/02/22","06:15"
"5019","000018594EL000","2017-02-22 06:30:00.0",0.038,"2017/02/22","06:30"
"5020","000018594EL000","2017-02-22 06:45:00.0",0.112,"2017/02/22","06:45"
"5021","000018594EL000","2017-02-22 07:00:00.0",0.078,"2017/02/22","07:00"
"5022","000018594EL000","2017-02-22 07:15:00.0",0.149,"2017/02/22","07:15"
"5023","000018594EL000","2017-02-22 07:30:00.0",0.083,"2017/02/22","07:30"
"5024","000018594EL000","2017-02-22 07:45:00.0",0.052,"2017/02/22","07:45"
"5025","000018594EL000","2017-02-22 08:00:00.0",0.01,"2017/02/22","08:00"
"5026","000018594EL000","2017-02-22 08:15:00.0",0.065,"2017/02/22","08:15"
"5027","000018594EL000","2017-02-22 08:30:00.0",0.041,"2017/02/22","08:30"
"5028","000018594EL000","2017-02-22 08:45:00.0",0.09,"2017/02/22","08:45"
"5029","000018594EL000","2017-02-22 09:00:00.0",0.079,"2017/02/22","09:00"
"5030","000018594EL000","2017-02-22 09:15:00.0",0.035,"2017/02/22","09:15"
"5031","000018594EL000","2017-02-22 09:30:00.0",0.096,"2017/02/22","09:30"
"5032","000018594EL000","2017-02-22 09:45:00.0",0.074,"2017/02/22","09:45"
"5033","000018594EL000","2017-02-22 10:00:00.0",0.048,"2017/02/22","10:00"
"5034","000018594EL000","2017-02-22 10:15:00.0",0.023,"2017/02/22","10:15"
"5035","000018594EL000","2017-02-22 10:30:00.0",0.033,"2017/02/22","10:30"
"5036","000018594EL000","2017-02-22 10:45:00.0",0.013,"2017/02/22","10:45"
"5037","000018594EL000","2017-02-22 11:00:00.0",0.038,"2017/02/22","11:00"
"5038","000018594EL000","2017-02-22 11:15:00.0",0.009,"2017/02/22","11:15"
"5039","000018594EL000","2017-02-22 11:30:00.0",0.04,"2017/02/22","11:30"
"5040","000018594EL000","2017-02-22 11:45:00.0",0.009,"2017/02/22","11:45"
"5041","000018594EL000","2017-02-22 12:00:00.0",0.078,"2017/02/22","12:00"
"5042","000018594EL000","2017-02-22 12:15:00.0",0.052,"2017/02/22","12:15"
"5043","000018594EL000","2017-02-22 12:30:00.0",0.064,"2017/02/22","12:30"
"5044","000018594EL000","2017-02-22 12:45:00.0",0.028,"2017/02/22","12:45"
"5045","000018594EL000","2017-02-22 13:00:00.0",0.034,"2017/02/22","13:00"
"5046","000018594EL000","2017-02-22 13:15:00.0",0.014,"2017/02/22","13:15"
"5047","000018594EL000","2017-02-22 13:30:00.0",0.032,"2017/02/22","13:30"
"5048","000018594EL000","2017-02-22 13:45:00.0",0.016,"2017/02/22","13:45"
"5049","000018594EL000","2017-02-22 14:00:00.0",0.039,"2017/02/22","14:00"
"5050","000018594EL000","2017-02-22 14:15:00.0",0.035,"2017/02/22","14:15"
"5051","000018594EL000","2017-02-22 14:30:00.0",0.03,"2017/02/22","14:30"
"5052","000018594EL000","2017-02-22 14:45:00.0",0.017,"2017/02/22","14:45"
"5053","000018594EL000","2017-02-22 15:00:00.0",0.029,"2017/02/22","15:00"
"5054","000018594EL000","2017-02-22 15:15:00.0",0.072,"2017/02/22","15:15"
"5055","000018594EL000","2017-02-22 15:30:00.0",0.06,"2017/02/22","15:30"
"5056","000018594EL000","2017-02-22 15:45:00.0",0.041,"2017/02/22","15:45"
"5057","000018594EL000","2017-02-22 16:00:00.0",0.028,"2017/02/22","16:00"
"5058","000018594EL000","2017-02-22 16:15:00.0",0.022,"2017/02/22","16:15"
"5059","000018594EL000","2017-02-22 16:30:00.0",0.024,"2017/02/22","16:30"
